filename,L (cm3),W (cm3),H (cm3),Volume (m3),Material Types,Density (kg/m3),Service Temperature (??C),Ultimate Tensile (psi),Unit Cost ($/kg),Tolerance,Tolerance Scaling Factor (Unitless),Process Scaling Factor (Unitless),Time (unitless),Cost (unitless),Quantity (Ea),Supplier,LogScaled_Tolerance,LogScaled_Time,LogScaled_Cost,LogScaled_Quantity,LogScaled_Density,LogScaled_Service_Temperature,LogScaled_Ultimate_Tensile,Category
Caster_10_Nut__3.binvox,18.331,15.875,9.525,2.771819053,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.855453748,0.196676628,-0.128096059,0.116283975,0.457447668,-1.309432515,0.521998431,Caster_Nut
Caster_10_Nut__4.binvox,18.331,15.875,6.35,1.847879369,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.855785796,0.200592576,-0.122342377,0.099931423,0.461368737,-1.298761865,0.526060304,Caster_Nut
Caster_10_Nut__5.binvox,18.331,15.875,7.144,2.078937041,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.849264853,0.206120062,-0.132936556,0.111807227,0.460652219,-1.296927977,0.522750842,Caster_Nut
Caster_10_Nut__7.binvox,18.331,15.875,7.144,2.078937041,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.864463336,0.205750183,-0.119552105,0.110860677,0.448195351,-1.299590277,0.525714943,Caster_Nut
Caster_10_Nut__8.binvox,18.331,15.875,6.973,2.02917525,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.854398303,0.19731065,-0.121066422,0.106913224,0.453248027,-1.30120301,0.526574755,Caster_Nut
Caster_10_TopPlate__1.binvox,95.25,16.095,66.675,102.2160254,Low carbon steel,7850,677.0,103992.0,4320,50,2,3.66,7.32,31622.4,2,"5,23",0.652307851,-0.356848695,-0.435192408,-0.694684589,0.464060484,0.720058023,0.074550556,Caster_TopPlate
Caster_10_TopPlate__10.binvox,95.25,19.126,80.01,145.7583375,Low carbon steel,7850,677.0,103992.0,4320,50,2,3.66,7.32,31622.4,2,"5,23",0.65772559,-0.356994801,-0.453144918,-0.685872501,0.451779157,0.716771742,0.075790807,Caster_TopPlate
Caster_10_TopPlate__3.binvox,95.25,16.095,80.01,122.6592305,Low carbon steel,7850,677.0,103992.0,4320,50,2,3.66,7.32,31622.4,2,"5,23",0.656171597,-0.358315642,-0.438452993,-0.691123588,0.449509654,0.721927209,0.071128038,Caster_TopPlate
Caster_10_TopPlate__4.binvox,95.25,16.095,53.34,81.77282033,Low carbon steel,7850,677.0,103992.0,4320,50,2,3.66,7.32,31622.4,2,"5,23",0.653618597,-0.369942594,-0.437798937,-0.676420189,0.455733156,0.720830459,0.072653318,Caster_TopPlate
Caster_10_TopPlate__5.binvox,95.25,16.095,60.008,91.99518939,Low carbon steel,7850,677.0,103992.0,4320,50,2,3.66,7.32,31622.4,2,"5,23",0.654057386,-0.353417799,-0.439214566,-0.68034699,0.460824646,0.730598914,0.077627231,Caster_TopPlate
Caster_10_TopPlate__7.binvox,95.25,16.095,66.675,102.2160254,Low carbon steel,7850,677.0,103992.0,4320,50,2,3.66,7.32,31622.4,2,"5,23",0.665512548,-0.371405563,-0.446119781,-0.685604293,0.464334567,0.732200336,0.065367466,Caster_TopPlate
Caster_10_TopPlate__8.binvox,95.25,19.126,80.01,145.7583375,Low carbon steel,7850,677.0,103992.0,4320,50,2,3.66,7.32,31622.4,2,"5,23",0.652375966,-0.370439755,-0.441144334,-0.69369249,0.44879857,0.732444589,0.067079961,Caster_TopPlate
Caster_10_WheelRubber__1.binvox,139.063,139.053,32.424,626.9870168,Natural rubber,925,120.0,3500.0,3420,100,2,0.2,0.4,1368.0,2,"2,20",1.10963532,-1.897749679,-1.838324156,-0.689443582,-3.072712832,-1.299838013,-2.930566922,Caster_WheelRubber
Caster_10_WheelRubber__10.binvox,138.987,139.04,32.454,627.165517,Natural rubber,925,120.0,3500.0,3420,100,2,0.2,0.4,1368.0,2,"2,20",1.095328215,-1.895980601,-1.835449551,-0.679044016,-3.072729205,-1.297565951,-2.935351168,Caster_WheelRubber
Caster_10_WheelRubber__3.binvox,139.063,139.053,38.909,752.3882876,Natural rubber,925,120.0,3500.0,3420,100,2,0.2,0.4,1368.0,2,"2,20",1.098752018,-1.905720023,-1.841985281,-0.691578287,-3.06849453,-1.301994897,-2.936552607,Caster_WheelRubber
Caster_10_WheelRubber__4.binvox,139.063,139.053,25.939,501.585746,Natural rubber,925,120.0,3500.0,3420,100,2,0.2,0.4,1368.0,2,"2,20",1.09953222,-1.898694061,-1.838948863,-0.6832302,-3.079857474,-1.293568569,-2.922265281,Caster_WheelRubber
Caster_10_WheelRubber__5.binvox,139.058,139.053,29.181,564.2564244,Natural rubber,925,120.0,3500.0,3420,100,2,0.2,0.4,1368.0,2,"2,20",1.098804857,-1.90262527,-1.838644873,-0.694315912,-3.076690235,-1.301476974,-2.918149107,Caster_WheelRubber
Caster_10_WheelRubber__7.binvox,139.063,139.053,27.424,530.3013801,Natural rubber,925,120.0,3500.0,3420,100,2,0.2,0.4,1368.0,2,"2,20",1.100140343,-1.89283765,-1.831100976,-0.682412497,-3.07251353,-1.293149587,-2.936533279,Caster_WheelRubber
Caster_10_WheelRubber__8.binvox,138.987,139.04,32.909,635.9582794,Natural rubber,925,120.0,3500.0,3420,100,2,0.2,0.4,1368.0,2,"2,20",1.112539476,-1.893463722,-1.834869764,-0.679077332,-3.070830737,-1.298068398,-2.920618037,Caster_WheelRubber
Caster_10_Wheel__1.binvox,101.6,101.548,38.1,393.0882461,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.411390972,-1.074986945,-1.23199286,-0.687630693,-3.097618544,-1.786915777,-2.756280015,Caster_Wheel
Caster_10_Wheel__10.binvox,101.573,101.579,37.758,389.5751037,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.411260828,-1.064914491,-1.23281665,-0.694717938,-3.100357738,-1.779655755,-2.74272656,Caster_Wheel
Caster_10_Wheel__3.binvox,101.6,101.538,45.72,471.6594438,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.411081063,-1.071851187,-1.224186539,-0.67810826,-3.100062076,-1.771524087,-2.741589704,Caster_Wheel
Caster_10_Wheel__4.binvox,101.6,101.6,30.48,314.6316288,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.402593479,-1.061986929,-1.224320365,-0.689967088,-3.112352184,-1.779930392,-2.751472616,Caster_Wheel
Caster_10_Wheel__5.binvox,101.6,101.543,34.29,353.7620022,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.402707435,-1.064614926,-1.222465679,-0.678346758,-3.104343025,-1.77566094,-2.757942792,Caster_Wheel
Caster_10_Wheel__7.binvox,101.6,101.546,38.1,393.0805042,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.400496307,-1.073238797,-1.218422514,-0.680583613,-3.098784904,-1.779091502,-2.73990463,Caster_Wheel
Caster_10_Wheel__8.binvox,101.6,101.589,41.758,431.0027917,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.418588943,-1.069558953,-1.226265299,-0.691309403,-3.107031597,-1.787785911,-2.749023837,Caster_Wheel
Caster_1_Bolt__1.binvox,16.669,73.47,18.918,23.16833411,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.854162654,0.196091644,-0.118308234,0.102195272,0.459386089,-1.302920814,0.523570663,Caster_Bolt
Caster_1_Bolt__10.binvox,17.182,68.826,17.192,20.33071476,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.860276909,0.206285052,-0.11933684,0.108230085,0.446769822,-1.297202078,0.535338398,Caster_Bolt
Caster_1_Bolt__3.binvox,16.669,88.193,18.918,27.81114592,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.860083785,0.204265042,-0.126161599,0.099219118,0.45614959,-1.303987911,0.519419596,Caster_Bolt
Caster_1_Bolt__4.binvox,16.669,58.796,18.918,18.54097417,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.866812537,0.209974605,-0.125584029,0.111120111,0.461315368,-1.291554568,0.525642846,Caster_Bolt
Caster_1_Bolt__5.binvox,16.669,66.146,18.918,20.85875362,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.864876355,0.192632503,-0.129388051,0.113128051,0.466487078,-1.302969413,0.519369656,Caster_Bolt
Caster_1_Bolt__7.binvox,19.212,62.826,19.212,23.18913591,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.85297264,0.193204049,-0.137279667,0.106745805,0.45288527,-1.296127522,0.520536542,Caster_Bolt
Caster_1_Bolt__8.binvox,17.182,63.826,17.192,18.85375004,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.851722894,0.203667598,-0.134999491,0.109526497,0.447771252,-1.307989452,0.520671641,Caster_Bolt
Caster_1_Fork__1.binvox,158.75,79.375,91.916,1158.213409,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.658726494,-1.244336643,-1.016768944,-0.685844588,0.453697702,0.723021684,0.07031374,Caster_Fork
Caster_1_Fork__10.binvox,158.75,79.375,106.852,1346.418678,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.658416403,-1.235077935,-1.02383679,-0.68092658,0.446855479,0.728924911,0.068815538,Caster_Fork
Caster_1_Fork__3.binvox,158.75,95.25,91.916,1389.856091,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.658070968,-1.243666371,-1.02359387,-0.692567524,0.450017603,0.728667852,0.069767599,Caster_Fork
Caster_1_Fork__4.binvox,158.75,63.5,91.898,926.3892763,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.662656539,-1.241353406,-1.010004087,-0.688663847,0.462379064,0.721591777,0.063971022,Caster_Fork
Caster_1_Fork__5.binvox,158.75,71.438,91.916,1042.399364,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.661628442,-1.245408568,-1.024666792,-0.678532991,0.45002846,0.716921352,0.068927979,Caster_Fork
Caster_1_Fork__7.binvox,158.75,79.375,101.916,1284.221222,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.663346675,-1.247802438,-1.013278027,-0.677365526,0.464543421,0.725248617,0.073391,Caster_Fork
Caster_1_Fork__8.binvox,158.75,79.375,104.827,1320.902096,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.664625643,-1.242651526,-1.028952471,-0.683119301,0.458699655,0.72021167,0.071758152,Caster_Fork
Caster_1_Nut__1.binvox,16.669,16.644,18.918,5.248587899,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.849672073,0.192473625,-0.127000692,0.100912973,0.458549244,-1.310863136,0.52146685,Caster_Nut
Caster_1_Nut__10.binvox,16.669,16.02,18.918,5.051813155,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.857894019,0.207129364,-0.120243244,0.108056309,0.463296989,-1.308794207,0.522656138,Caster_Nut
Caster_1_Nut__3.binvox,16.669,20.001,18.918,6.307198184,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.857105042,0.19679572,-0.131606461,0.115844298,0.453695515,-1.291262052,0.539203325,Caster_Nut
Caster_1_Nut__4.binvox,16.669,13.335,18.918,4.205114134,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.864046164,0.208676104,-0.122347211,0.100435631,0.453006205,-1.30183276,0.528644548,Caster_Nut
Caster_1_Nut__5.binvox,16.669,15.002,18.918,4.730792818,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.857681298,0.205166458,-0.125317953,0.116433279,0.464361767,-1.303434556,0.522074401,Caster_Nut
Caster_1_Nut__7.binvox,16.669,16.729,18.918,5.275392152,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.851352381,0.204228697,-0.131080195,0.116042017,0.45364266,-1.309938937,0.526325092,Caster_Nut
Caster_1_Nut__8.binvox,16.669,16.729,18.918,5.275392152,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.854634009,0.207502041,-0.126129167,0.114391014,0.461258353,-1.301992964,0.522051751,Caster_Nut
Caster_1_Wheel__1.binvox,101.559,38.418,101.6,396.4120761,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.416205042,-1.076695219,-1.225188051,-0.682781863,-3.100515763,-1.777458275,-2.748800789,Caster_Wheel
Caster_1_Wheel__10.binvox,103.55,38.418,103.539,411.8971828,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.405129909,-1.066858871,-1.223684561,-0.681231768,-3.104103194,-1.78750245,-2.742448236,Caster_Wheel
Caster_1_Wheel__3.binvox,101.591,46.101,101.599,475.8335004,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.418505424,-1.071184394,-1.224988839,-0.693372149,-3.10813642,-1.781870749,-2.748645127,Caster_Wheel
Caster_1_Wheel__4.binvox,101.591,30.734,101.599,317.2223336,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.416107876,-1.066956617,-1.232100411,-0.682328302,-3.10036003,-1.784000981,-2.748184134,Caster_Wheel
Caster_1_Wheel__5.binvox,101.591,34.576,101.599,356.8777057,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.412089663,-1.074633665,-1.221597312,-0.695377175,-3.113884862,-1.787806997,-2.744084417,Caster_Wheel
Caster_1_Wheel__7.binvox,81.551,38.418,81.54,255.466966,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.400866872,-1.066184457,-1.220008916,-0.693714443,-3.106823205,-1.787922084,-2.754908409,Caster_Wheel
Caster_1_Wheel__8.binvox,103.588,38.418,103.578,412.2035439,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.416360368,-1.060125159,-1.217359609,-0.694075878,-3.111652802,-1.776964429,-2.754753175,Caster_Wheel
Caster_2_Bolt__1.binvox,11.112,47.943,12.832,6.836153249,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.851380413,0.195357472,-0.123620392,0.098100271,0.459426799,-1.302156385,0.524354432,Caster_Bolt
Caster_2_Bolt__10.binvox,11.112,50.264,12.832,7.167102745,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.866317779,0.193063978,-0.13438221,0.098705056,0.456636341,-1.300883164,0.537084796,Caster_Bolt
Caster_2_Bolt__3.binvox,11.112,57.531,12.832,8.203298345,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.866751843,0.196130621,-0.123293944,0.110724368,0.45434945,-1.303961338,0.524394694,Caster_Bolt
Caster_2_Bolt__4.binvox,11.112,38.354,12.832,5.468865563,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.849333316,0.202189278,-0.121926842,0.11270813,0.462607118,-1.297840931,0.533971357,Caster_Bolt
Caster_2_Bolt__5.binvox,11.112,43.148,12.832,6.152438111,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.858461622,0.193587285,-0.132288169,0.097672326,0.45420973,-1.307828436,0.533440039,Caster_Bolt
Caster_2_Bolt__7.binvox,11.112,50.077,12.832,7.140438567,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.852732578,0.1914325,-0.125064264,0.10156788,0.454095455,-1.305068037,0.530524414,Caster_Bolt
Caster_2_Bolt__8.binvox,11.112,50.077,12.832,7.140438567,High Carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.864891448,0.202041915,-0.122080281,0.104035631,0.450775817,-1.306984,0.53551008,Caster_Bolt
Caster_2_Fork__1.binvox,68.262,38.1,47.615,123.8362445,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.665217061,-1.248045341,-1.023915621,-0.686352036,0.451290317,0.718850827,0.067297538,Caster_Fork
Caster_2_Fork__10.binvox,68.262,38.1,49.694,129.2432706,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.662013169,-1.232644386,-1.016507934,-0.678625144,0.454229941,0.720887697,0.075558917,Caster_Fork
Caster_2_Fork__3.binvox,68.262,45.72,47.615,148.6034933,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.668602605,-1.245192483,-1.014772128,-0.694931501,0.45078208,0.716901049,0.069015847,Caster_Fork
Caster_2_Fork__4.binvox,68.262,30.48,47.625,99.08980182,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.658061737,-1.250672961,-1.021750657,-0.691492,0.466048822,0.725549811,0.071414444,Caster_Fork
Caster_2_Fork__5.binvox,68.262,34.29,47.615,111.45262,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.656863121,-1.237030321,-1.017584735,-0.687151212,0.449804445,0.714102248,0.066644583,Caster_Fork
Caster_2_Fork__7.binvox,68.262,38.1,62.105,161.5215785,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.661486503,-1.243575022,-1.025650154,-0.69399212,0.464364212,0.717812616,0.067415807,Caster_Fork
Caster_2_Fork__8.binvox,68.262,38.1,49.694,129.2432706,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.652801232,-1.242263223,-1.010638234,-0.693480002,0.454797,0.717567857,0.078694338,Caster_Fork
Caster_2_Nut__1.binvox,11.112,7.95,12.711,1.122894824,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.853079046,0.20912003,-0.131408279,0.107793345,0.45812329,-1.309228758,0.530388374,Caster_Nut
Caster_2_Nut__10.binvox,11.114,4.952,12.711,0.699569307,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.848596299,0.204473775,-0.128458664,0.097285676,0.448867524,-1.311054856,0.522841535,Caster_Nut
Caster_2_Nut__3.binvox,11.112,9.54,12.711,1.347473789,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.860010097,0.191942989,-0.129073838,0.101556368,0.459521225,-1.293461604,0.525169056,Caster_Nut
Caster_2_Nut__4.binvox,11.112,6.36,12.711,0.89831586,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.852958556,0.202520157,-0.123467512,0.116526829,0.464159892,-1.3015022,0.532013009,Caster_Nut
Caster_2_Nut__5.binvox,11.112,7.155,12.711,1.010605342,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.860677497,0.200098033,-0.134850426,0.10214215,0.45530055,-1.308639653,0.521250995,Caster_Nut
Caster_2_Nut__7.binvox,11.112,8.322,12.711,1.175437828,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.853434686,0.193783471,-0.128276234,0.103753578,0.461189918,-1.307445858,0.526054171,Caster_Nut
Caster_2_Nut__8.binvox,11.114,6.3,12.711,0.89000134,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.854907102,0.200524239,-0.131547591,0.099846006,0.462439746,-1.305712626,0.538618416,Caster_Nut
Caster_2_Wheel__1.binvox,50.795,27.94,50.79,72.08179272,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.399348731,-1.066378617,-1.230615312,-0.681235076,-3.108159537,-1.776443972,-2.755550971,Caster_Wheel
Caster_2_Wheel__10.binvox,60.776,27.94,60.771,103.1941072,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.408600881,-1.064999977,-1.220299027,-0.683298151,-3.10412961,-1.785673629,-2.757423787,Caster_Wheel
Caster_2_Wheel__3.binvox,50.796,33.528,50.799,86.51518194,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.409103827,-1.06226256,-1.22241949,-0.694327324,-3.105871899,-1.771989874,-2.754269734,Caster_Wheel
Caster_2_Wheel__4.binvox,50.795,22.352,50.799,57.6756525,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.412142299,-1.060197195,-1.224515236,-0.678543922,-3.1051004,-1.784631283,-2.742843984,Caster_Wheel
Caster_2_Wheel__5.binvox,50.796,25.146,50.799,64.88638646,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.414120813,-1.079177811,-1.220258473,-0.685916654,-3.104431963,-1.790493334,-2.741214477,Caster_Wheel
Caster_2_Wheel__7.binvox,60.795,27.94,60.789,103.2569431,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.403504186,-1.060411013,-1.231104305,-0.688951411,-3.10193422,-1.778333658,-2.743268806,Caster_Wheel
Caster_2_Wheel__8.binvox,60.795,27.94,60.789,103.2569431,Polypropylene,905,79.4,4278.613,2035,160,1,2.66,2.66,5413.1,2,"5,23",1.399920804,-1.072705467,-1.230889721,-0.680836971,-3.114607423,-1.773777451,-2.759714846,Caster_Wheel
Caster_3_Bolt__1.binvox,14.288,16.498,56.286,13.26792864,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.857409174,0.192330615,-0.118115981,0.107071141,0.466422453,-1.304662162,0.524192291,Caster_Bolt
Caster_3_Bolt__10.binvox,14.288,16.498,64.23,15.14051552,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.848643084,0.202866619,-0.123623943,0.114795985,0.452350388,-1.310667049,0.538278224,Caster_Bolt
Caster_3_Bolt__3.binvox,14.288,16.498,67.544,15.92170295,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.853242557,0.202905715,-0.121371862,0.115130178,0.463764016,-1.298493866,0.528902587,Caster_Bolt
Caster_3_Bolt__4.binvox,14.288,16.498,45.029,10.61439006,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.863059353,0.202056894,-0.127495796,0.108343219,0.453698533,-1.299776303,0.520093682,Caster_Bolt
Caster_3_Bolt__5.binvox,14.288,16.498,50.658,11.94127721,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.867394228,0.202863701,-0.119397831,0.110942017,0.465690378,-1.296420975,0.538670616,Caster_Bolt
Caster_3_Bolt__7.binvox,14.288,16.498,60.483,14.25725985,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.85748278,0.197527396,-0.117548296,0.115692985,0.453935162,-1.293051613,0.524742984,Caster_Bolt
Caster_3_Bolt__8.binvox,14.288,16.498,60.483,14.25725985,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.851970959,0.206522789,-0.136965723,0.110703483,0.451824204,-1.298856758,0.530484678,Caster_Bolt
Caster_3_Fork__1.binvox,91.999,95.235,63.499,556.3480611,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.658205566,-1.232502574,-1.02021625,-0.694879085,0.448773538,0.720049164,0.078871778,Caster_Fork
Caster_3_Fork__10.binvox,91.999,108.366,63.5,633.0672908,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.663001281,-1.237858919,-1.017580386,-0.676597781,0.454509511,0.728612962,0.065983808,Caster_Fork
Caster_3_Fork__3.binvox,91.999,95.235,76.195,667.5843795,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.652141569,-1.246672095,-1.011077083,-0.685767766,0.462731394,0.730008,0.068206249,Caster_Fork
Caster_3_Fork__4.binvox,91.999,95.235,50.797,445.0591735,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.659713644,-1.235118698,-1.010990123,-0.691828008,0.456242132,0.725248229,0.067054444,Caster_Fork
Caster_3_Fork__5.binvox,91.999,95.235,57.15,500.7211403,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.657934479,-1.236220871,-1.027361453,-0.68488733,0.459625248,0.728311558,0.074036812,Caster_Fork
Caster_3_Fork__7.binvox,91.999,100.232,63.498,585.5305368,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.663958978,-1.250537393,-1.013845908,-0.692568573,0.447000529,0.715870765,0.082620972,Caster_Fork
Caster_3_Fork__8.binvox,91.999,123.396,63.498,720.8488917,Low carbon steel,7850,677.0,103992.0,4320,50,2,1.0,2.0,8640.0,2,"6,24",0.656838317,-1.242991465,-1.02031924,-0.677684209,0.465297372,0.721962679,0.079234836,Caster_Fork
Caster_3_Nut__1.binvox,14.288,16.498,5.156,1.215389974,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.858288841,0.210467132,-0.135621388,0.108204665,0.464027903,-1.30089757,0.525637385,Caster_Nut
Caster_3_Nut__10.binvox,14.288,16.498,8.978,2.116324901,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.853991082,0.191721645,-0.120227204,0.110271383,0.466223525,-1.309407605,0.525330557,Caster_Nut
Caster_3_Nut__3.binvox,14.288,16.498,6.19,1.459127995,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.866759882,0.20132675,-0.131337996,0.110401551,0.456845135,-1.310992987,0.536325367,Caster_Nut
Caster_3_Nut__4.binvox,14.288,16.498,4.127,0.972830571,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.856444187,0.206642147,-0.131127806,0.097925035,0.461785184,-1.292773884,0.53042532,Caster_Nut
Caster_3_Nut__5.binvox,14.288,16.498,4.643,1.094463858,High carbon steel,7850,120.0,174000.0,4320,4,10,1.5,15.0,64800.0,4,"3,21",-0.859114877,0.201969076,-0.121429882,0.113918529,0.451142364,-1.298818168,0.535479406,Caster_Nut
