sample_id,filename,supplier,Capacity,Time,Cost,Tolerance
1761,Caster_10_Nut__8.binvox,9,2,30.32859641,1427012.706,2
1762,Caster_10_TopPlate__1.binvox,11,1,73.43861814,3630363.407,2
1763,Caster_10_TopPlate__10.binvox,11,1,71.3542762,3485155.187,2
1764,Caster_10_TopPlate__3.binvox,11,1,74.00428493,3510417.219,2
1765,Caster_10_TopPlate__4.binvox,11,1,75.57915886,3562790.777,2
1766,Caster_10_TopPlate__5.binvox,11,1,76.43437387,3494411.663,2
1767,Caster_10_TopPlate__7.binvox,11,1,74.83374086,3731446.662,2
1768,Caster_10_TopPlate__8.binvox,11,1,70.50688231,3573089.184,2
1769,Caster_10_WheelRubber__1.binvox,8,1,0.418710566,1927.27355,50
1770,Caster_10_WheelRubber__10.binvox,8,1,0.38222561,2004.283722,50
1771,Caster_10_WheelRubber__3.binvox,8,1,0.398143688,1991.619248,50
1772,Caster_10_WheelRubber__4.binvox,8,1,0.385056945,2059.024389,50
1773,Caster_10_WheelRubber__5.binvox,8,1,0.413345349,2086.172959,50
1774,Caster_10_WheelRubber__7.binvox,8,1,0.416665467,1971.687305,50
1775,Caster_10_WheelRubber__8.binvox,8,1,0.387133877,1990.566487,50
1776,Caster_10_Wheel__1.binvox,11,1,5.366012078,19350.30728,80
1777,Caster_10_Wheel__10.binvox,11,1,5.220832561,20581.28113,80
1778,Caster_10_Wheel__3.binvox,11,1,5.124295064,20822.35036,80
1779,Caster_10_Wheel__4.binvox,11,1,5.358328788,19373.11462,80
1780,Caster_10_Wheel__5.binvox,11,1,5.383384067,20909.72082,80
1781,Caster_10_Wheel__7.binvox,11,1,5.454453348,20967.53668,80
1782,Caster_10_Wheel__8.binvox,11,1,5.240266385,19132.69628,80
1783,Caster_1_Bolt__1.binvox,9,2,31.30758197,1417016.019,2
1784,Caster_1_Bolt__10.binvox,9,2,31.4965571,1403694.147,2
1785,Caster_1_Bolt__3.binvox,9,2,31.38821805,1479159.032,2
1786,Caster_1_Bolt__4.binvox,9,2,30.14151263,1470516.969,2
1787,Caster_1_Bolt__5.binvox,9,2,30.28247419,1461405.476,2
1788,Caster_1_Bolt__7.binvox,9,2,28.51986611,1525176.862,2
1789,Caster_1_Bolt__8.binvox,9,2,29.57091424,1480367.52,2
1790,Caster_1_Fork__1.binvox,12,1,19.56751378,938193.0603,2
1791,Caster_1_Fork__10.binvox,12,1,19.48877506,983784.3426,2
1792,Caster_1_Fork__3.binvox,12,1,19.04334483,971715.9916,2
1793,Caster_1_Fork__4.binvox,12,1,20.02402329,951800.8925,2
1794,Caster_1_Fork__5.binvox,12,1,19.37539458,989392.5057,2
1795,Caster_1_Fork__7.binvox,12,1,19.01680521,969787.5029,2
1796,Caster_1_Fork__8.binvox,12,1,20.20941618,964008.8806,2
1797,Caster_1_Nut__1.binvox,9,2,31.08862505,1490106.147,2
1798,Caster_1_Nut__10.binvox,9,2,30.7656998,1507012.295,2
1799,Caster_1_Nut__3.binvox,9,2,28.67271225,1457996.566,2
1800,Caster_1_Nut__4.binvox,9,2,30.08077944,1499395.801,2
1801,Caster_1_Nut__5.binvox,9,2,29.41750742,1515887.158,2
1802,Caster_1_Nut__7.binvox,9,2,28.80464747,1516928.211,2
1803,Caster_1_Nut__8.binvox,9,2,30.78825718,1427692.202,2
1804,Caster_1_Wheel__1.binvox,11,1,5.505753781,19833.19456,80
1805,Caster_1_Wheel__10.binvox,11,1,5.069198525,20154.6682,80
1806,Caster_1_Wheel__3.binvox,11,1,5.158174069,20795.79616,80
1807,Caster_1_Wheel__4.binvox,11,1,5.448689827,19230.86797,80
1808,Caster_1_Wheel__5.binvox,11,1,5.057525997,20211.95662,80
1809,Caster_1_Wheel__7.binvox,11,1,5.276781598,21011.89847,80
1810,Caster_1_Wheel__8.binvox,11,1,5.383455225,20181.48801,80
1811,Caster_2_Bolt__1.binvox,9,2,29.46209655,1471916.942,2
1812,Caster_2_Bolt__10.binvox,9,2,31.42788262,1478006.156,2
1813,Caster_2_Bolt__3.binvox,9,2,29.35164104,1438339.44,2
1814,Caster_2_Bolt__4.binvox,9,2,30.7577421,1510406.075,2
1815,Caster_2_Bolt__5.binvox,9,2,30.65393355,1428283.511,2
1816,Caster_2_Bolt__7.binvox,9,2,30.82850999,1500634.979,2
1817,Caster_2_Bolt__8.binvox,9,2,29.5114275,1447302.111,2
1818,Caster_2_Fork__1.binvox,12,1,19.85323999,928007.6165,2
1819,Caster_2_Fork__10.binvox,12,1,20.21829948,926653.2348,2
1820,Caster_2_Fork__3.binvox,12,1,19.60978261,996556.7797,2
1821,Caster_2_Fork__4.binvox,12,1,20.96438228,976421.9127,2
1822,Caster_2_Fork__5.binvox,12,1,19.81419868,995475.4339,2
1823,Caster_2_Fork__7.binvox,12,1,19.51681728,1009509.936,2
1824,Caster_2_Fork__8.binvox,12,1,19.71596639,987664.5925,2
1825,Caster_2_Nut__1.binvox,9,2,28.71919086,1511820.004,2
1826,Caster_2_Nut__10.binvox,9,2,29.53596891,1520699.932,2
1827,Caster_2_Nut__3.binvox,9,2,31.30995477,1473009.718,2
1828,Caster_2_Nut__4.binvox,9,2,28.50332142,1438628.29,2
1829,Caster_2_Nut__5.binvox,9,2,30.71130465,1513601.954,2
1830,Caster_2_Nut__7.binvox,9,2,31.12351978,1409194.505,2
1831,Caster_2_Nut__8.binvox,9,2,31.28686323,1463701.141,2
1832,Caster_2_Wheel__1.binvox,11,1,5.189149237,20215.75356,80
1833,Caster_2_Wheel__10.binvox,11,1,5.055721252,20119.4523,80
1834,Caster_2_Wheel__3.binvox,11,1,5.314866811,19672.99928,80
1835,Caster_2_Wheel__4.binvox,11,1,5.453083425,20951.5214,80
1836,Caster_2_Wheel__5.binvox,11,1,5.544893051,19433.92848,80
1837,Caster_2_Wheel__7.binvox,11,1,5.461408267,20036.32296,80
1838,Caster_2_Wheel__8.binvox,11,1,5.537363393,21044.17533,80
1839,Caster_3_Bolt__1.binvox,9,2,31.06608421,1388265.178,2
1840,Caster_3_Bolt__10.binvox,9,2,29.03848889,1512231.785,2
1841,Caster_3_Bolt__3.binvox,9,2,31.18252648,1438142.558,2
1842,Caster_3_Bolt__4.binvox,9,2,30.97337071,1419557.905,2
1843,Caster_3_Bolt__5.binvox,9,2,29.78372908,1513831.022,2
1844,Caster_3_Bolt__7.binvox,9,2,30.50699966,1434672.35,2
1845,Caster_3_Bolt__8.binvox,9,2,30.31631475,1532001.891,2
1846,Caster_3_Fork__1.binvox,12,1,19.76256517,991488.3147,2
1847,Caster_3_Fork__10.binvox,12,1,20.75301998,1007829.869,2
1848,Caster_3_Fork__3.binvox,12,1,19.95318925,952383.3879,2
1849,Caster_3_Fork__4.binvox,12,1,20.3780601,1007597.158,2
1850,Caster_3_Fork__5.binvox,12,1,20.37313839,989027.887,2
1851,Caster_3_Fork__7.binvox,12,1,20.74453798,933581.4983,2
1852,Caster_3_Fork__8.binvox,12,1,19.26455876,940172.7855,2
1853,Caster_3_Nut__1.binvox,9,2,28.50021538,1508271.683,2
1854,Caster_3_Nut__10.binvox,9,2,28.62662536,1494992.199,2
1855,Caster_3_Nut__3.binvox,9,2,29.91610963,1430596.036,2
1856,Caster_3_Nut__4.binvox,9,2,29.89417606,1498180.908,2
1857,Caster_3_Nut__5.binvox,9,2,29.75742118,1388512.529,2
1858,Caster_3_Nut__7.binvox,9,2,28.50530622,1481250.735,2
1859,Caster_3_Nut__8.binvox,9,2,30.75607417,1413488.563,2
1860,Caster_3_Wheel__1.binvox,11,1,5.420665715,21009.22023,80
1861,Caster_3_Wheel__10.binvox,11,1,5.359689635,21014.86337,80
1862,Caster_3_Wheel__3.binvox,11,1,5.136483414,19556.89356,80
1863,Caster_3_Wheel__4.binvox,11,1,5.372577113,20816.56063,80
1864,Caster_3_Wheel__5.binvox,11,1,5.248272299,19639.24754,80
1865,Caster_3_Wheel__7.binvox,11,1,5.106538824,20758.36837,80
1866,Caster_3_Wheel__8.binvox,11,1,5.287706908,19153.69883,80
1867,Caster_4_Bolt__1.binvox,9,2,31.44607135,1399873.594,2
1868,Caster_4_Bolt__10.binvox,9,2,29.20906375,1476817.717,2
1869,Caster_4_Bolt__3.binvox,9,2,30.9976755,1507094.155,2
1870,Caster_4_Bolt__4.binvox,9,2,29.98250576,1532519.219,2
1871,Caster_4_Bolt__5.binvox,9,2,30.14871088,1387433.352,2
1872,Caster_4_Bolt__7.binvox,9,2,30.69144744,1520654.736,2
1873,Caster_4_Bolt__8.binvox,9,2,31.10948439,1410327.567,2
1874,Caster_4_Fork__1.binvox,12,1,20.14589506,988315.5186,2
1875,Caster_4_Fork__10.binvox,12,1,19.12556223,926619.4611,2
1876,Caster_4_Fork__3.binvox,12,1,20.24170736,984879.7114,2
1877,Caster_4_Fork__4.binvox,12,1,19.44244345,1005210.556,2
1878,Caster_4_Fork__5.binvox,12,1,19.96032686,976048.2345,2
1879,Caster_4_Fork__7.binvox,12,1,20.07962451,964766.7924,2
1880,Caster_4_Fork__8.binvox,12,1,19.66709745,956405.2851,2
1881,Caster_4_Nut__1.binvox,9,2,29.40548282,1488128.041,2
1882,Caster_4_Nut__10.binvox,9,2,30.02926124,1409756.139,2
1883,Caster_4_Nut__3.binvox,9,2,30.9233273,1531813.433,2
1884,Caster_4_Nut__4.binvox,9,2,28.97996553,1475493.002,2
1885,Caster_4_Nut__5.binvox,9,2,28.72874058,1491928.404,2
1886,Caster_4_Nut__7.binvox,9,2,31.03409151,1495662.455,2
1887,Caster_4_Nut__8.binvox,9,2,31.41555472,1502454.311,2
1888,Caster_4_WheelRubber__1.binvox,8,1,0.409883493,1964.358137,50
1889,Caster_4_WheelRubber__10.binvox,8,1,0.418726595,2029.40409,50
1890,Caster_4_WheelRubber__3.binvox,8,1,0.396638616,2044.886303,50
1891,Caster_4_WheelRubber__4.binvox,8,1,0.404789367,1993.599541,50
1892,Caster_4_WheelRubber__5.binvox,8,1,0.417445078,1933.727638,50
1893,Caster_4_WheelRubber__7.binvox,8,1,0.402402834,1943.275442,50
1894,Caster_4_WheelRubber__8.binvox,8,1,0.40666975,1964.744207,50
1895,Caster_4_Wheel__1.binvox,11,1,5.062663256,19817.69632,80
1896,Caster_4_Wheel__10.binvox,11,1,5.534785377,20318.90436,80
1897,Caster_4_Wheel__3.binvox,11,1,5.105803514,19470.09199,80
1898,Caster_4_Wheel__4.binvox,11,1,5.225735819,19249.54146,80
1899,Caster_4_Wheel__5.binvox,11,1,5.436418623,20695.60849,80
1900,Caster_4_Wheel__7.binvox,11,1,5.436900004,20011.98198,80
1901,Caster_4_Wheel__8.binvox,11,1,5.288067337,19800.79836,80
1902,Caster_5_Bolt__1.binvox,9,2,31.20549981,1493296.372,2
1903,Caster_5_Bolt__10.binvox,9,2,30.93504488,1408803.084,2
1904,Caster_5_Bolt__3.binvox,9,2,28.79485012,1476390.013,2
1905,Caster_5_Bolt__4.binvox,9,2,28.98229785,1490425.744,2
1906,Caster_5_Bolt__5.binvox,9,2,30.28207026,1414052.217,2
1907,Caster_5_Bolt__7.binvox,9,2,31.09592413,1435562.16,2
1908,Caster_5_Bolt__8.binvox,9,2,30.18835359,1413067.434,2
1909,Caster_5_Fork__1.binvox,12,1,20.86136285,969479.5299,2
1910,Caster_5_Fork__10.binvox,12,1,20.69800886,982247.5056,2
1911,Caster_5_Fork__3.binvox,12,1,20.67543771,979682.4017,2
1912,Caster_5_Fork__4.binvox,12,1,20.04686649,938192.2271,2
1913,Caster_5_Fork__5.binvox,12,1,20.98522939,964723.7916,2
1914,Caster_5_Fork__7.binvox,12,1,19.62985686,984837.1454,2
1915,Caster_5_Fork__8.binvox,12,1,20.1551838,994633.8208,2
1916,Caster_5_Nut__1.binvox,9,2,29.29661887,1463813.574,2
1917,Caster_5_Nut__10.binvox,9,2,29.8576477,1476155.064,2
1918,Caster_5_Nut__3.binvox,9,2,29.85796482,1452418.837,2
1919,Caster_5_Nut__4.binvox,9,2,31.46539096,1472747.874,2
1920,Caster_5_Nut__5.binvox,9,2,30.06360594,1497272.21,2
1921,Caster_5_Nut__7.binvox,9,2,29.11626958,1390084.115,2
1922,Caster_5_Nut__8.binvox,9,2,29.17007119,1475694.784,2
1923,Caster_5_Wheel__1.binvox,11,1,5.370207344,19128.17255,80
1924,Caster_5_Wheel__10.binvox,11,1,5.476604745,20001.30068,80
1925,Caster_5_Wheel__3.binvox,11,1,5.142500861,19567.51661,80
1926,Caster_5_Wheel__4.binvox,11,1,5.459499626,19142.64178,80
1927,Caster_5_Wheel__5.binvox,11,1,5.206243235,21015.79537,80
1928,Caster_5_Wheel__7.binvox,11,1,5.067724598,20670.77318,80
1929,Caster_5_Wheel__8.binvox,11,1,5.441304173,19575.33059,80
1930,Caster_6_Bolt__1.binvox,9,2,30.70164398,1396067.862,2
1931,Caster_6_Bolt__10.binvox,9,2,30.5582713,1399270.059,2
1932,Caster_6_Bolt__3.binvox,9,2,31.0777238,1459556.569,2
1933,Caster_6_Bolt__4.binvox,9,2,30.55223225,1482554.376,2
1934,Caster_6_Bolt__5.binvox,9,2,28.70554528,1400417.425,2
1935,Caster_6_Bolt__7.binvox,9,2,29.74527496,1473430.122,2
1936,Caster_6_Bolt__8.binvox,9,2,31.45258682,1414994.535,2
1937,Caster_6_Fork__1.binvox,12,1,20.75507599,957424.7788,2
1938,Caster_6_Fork__10.binvox,12,1,20.26513718,950409.7257,2
1939,Caster_6_Fork__3.binvox,12,1,20.01879682,928851.2861,2
1940,Caster_6_Fork__4.binvox,12,1,20.52771993,997724.5795,2
1941,Caster_6_Fork__5.binvox,12,1,20.10671425,982334.4101,2
1942,Caster_6_Fork__7.binvox,12,1,19.08328198,960293.2415,2
1943,Caster_6_Fork__8.binvox,12,1,19.91347023,990137.7944,2
1944,Caster_6_Nut__1.binvox,9,2,29.16853523,1530789.327,2
1945,Caster_6_Nut__10.binvox,9,2,29.1524418,1500357.758,2
1946,Caster_6_Nut__3.binvox,9,2,30.63598785,1398547.622,2
1947,Caster_6_Nut__4.binvox,9,2,28.66585242,1421550.006,2
1948,Caster_6_Nut__5.binvox,9,2,31.01668259,1435023.39,2
1949,Caster_6_Nut__7.binvox,9,2,30.29376216,1425631.339,2
1950,Caster_6_Nut__8.binvox,9,2,29.18979928,1506098.852,2
1951,Caster_6_TopPlate__1.binvox,11,1,73.15158473,3505853.598,2
1952,Caster_6_TopPlate__10.binvox,11,1,73.23154349,3391168.255,2
1953,Caster_6_TopPlate__3.binvox,11,1,76.55095629,3734219.158,2
1954,Caster_6_TopPlate__4.binvox,11,1,69.56777398,3657023.886,2
1955,Caster_6_TopPlate__5.binvox,11,1,75.99351755,3424342.243,2
1956,Caster_6_TopPlate__7.binvox,11,1,74.9642283,3547756.272,2
1957,Caster_6_TopPlate__8.binvox,11,1,75.20069188,3530887.068,2
1958,Caster_6_Wheel__1.binvox,11,1,5.305315272,19918.24103,80
1959,Caster_6_Wheel__10.binvox,11,1,5.304914235,19358.55277,80
1960,Caster_6_Wheel__3.binvox,11,1,5.398714515,19375.73963,80
1961,Caster_6_Wheel__4.binvox,11,1,5.237775451,19422.74802,80
1962,Caster_6_Wheel__5.binvox,11,1,5.499865797,19630.44647,80
1963,Caster_6_Wheel__7.binvox,11,1,5.180569655,21048.76031,80
1964,Caster_6_Wheel__8.binvox,11,1,5.461165045,21084.20767,80
1965,Caster_7_Bolt__1.binvox,9,2,31.14463965,1406143.711,2
1966,Caster_7_Bolt__10.binvox,9,2,28.58099713,1507063.91,2
1967,Caster_7_Bolt__3.binvox,9,2,29.42099048,1436036.201,2
1968,Caster_7_Bolt__4.binvox,9,2,31.31623551,1500319.824,2
1969,Caster_7_Bolt__5.binvox,9,2,29.82542076,1508272.813,2
1970,Caster_7_Bolt__7.binvox,9,2,28.58775799,1485864.239,2
1971,Caster_7_Bolt__8.binvox,9,2,30.45732765,1438994.473,2
1972,Caster_7_Fork__1.binvox,12,1,19.8425633,933901.4313,2
1973,Caster_7_Fork__10.binvox,12,1,19.32537807,950786.5827,2
1974,Caster_7_Fork__3.binvox,12,1,20.52926864,993780.9251,2
1975,Caster_7_Fork__4.binvox,12,1,19.45109874,1019050.896,2
1976,Caster_7_Fork__5.binvox,12,1,20.54347686,976149.8403,2
1977,Caster_7_Fork__7.binvox,12,1,20.64352006,951574.9385,2
1978,Caster_7_Fork__8.binvox,12,1,20.54090252,992244.789,2
1979,Caster_7_Nut__1.binvox,9,2,30.20512291,1487908.145,2
1980,Caster_7_Nut__10.binvox,9,2,29.15900947,1452584.752,2
1981,Caster_7_Nut__3.binvox,9,2,30.92882604,1435196.202,2
1982,Caster_7_Nut__4.binvox,9,2,31.06551739,1464033.308,2
1983,Caster_7_Nut__5.binvox,9,2,30.9521286,1470326.845,2
1984,Caster_7_Nut__7.binvox,9,2,30.89274162,1450122.055,2
1985,Caster_7_Nut__8.binvox,9,2,30.19122522,1434222.462,2
1986,Caster_7_TopPlate__1.binvox,11,1,74.56984868,3613156.967,2
1987,Caster_7_TopPlate__10.binvox,11,1,71.5778685,3414225.95,2
1988,Caster_7_TopPlate__3.binvox,11,1,72.48668605,3389927.236,2
1989,Caster_7_TopPlate__4.binvox,11,1,70.51945962,3688861.218,2
1990,Caster_7_TopPlate__5.binvox,11,1,75.24187225,3525720.259,2
1991,Caster_7_TopPlate__7.binvox,11,1,73.48026564,3591326.874,2
1992,Caster_7_TopPlate__8.binvox,11,1,74.71123149,3636001.872,2
1993,Caster_7_Wheel__1.binvox,11,1,5.487753956,19999.16115,80
1994,Caster_7_Wheel__10.binvox,11,1,5.124386764,21103.30289,80
1995,Caster_7_Wheel__3.binvox,11,1,5.071567455,19719.40565,80
1996,Caster_7_Wheel__4.binvox,11,1,5.089920833,19777.34757,80
1997,Caster_7_Wheel__5.binvox,11,1,5.253019533,21036.27307,80
1998,Caster_7_Wheel__7.binvox,11,1,5.418692657,20435.09376,80
1999,Caster_7_Wheel__8.binvox,11,1,5.435910284,19786.51183,80
2000,Caster_8_Bolt__1.binvox,9,2,31.45753371,1469223.202,2
2001,Caster_8_Bolt__10.binvox,9,2,29.47334739,1498769.542,2
2002,Caster_8_Bolt__3.binvox,9,2,29.91489303,1426521.15,2
2003,Caster_8_Bolt__4.binvox,9,2,29.18884602,1434189.512,2
2004,Caster_8_Bolt__5.binvox,9,2,29.72387089,1424919.038,2
2005,Caster_8_Bolt__7.binvox,9,2,30.32034955,1421772.871,2
2006,Caster_8_Bolt__8.binvox,9,2,31.04826006,1480816.17,2
2007,Caster_8_Fork__1.binvox,12,1,19.70025497,974785.8544,2
2008,Caster_8_Fork__10.binvox,12,1,20.38920492,959544.2456,2
2009,Caster_8_Fork__3.binvox,12,1,19.96258801,1015073.796,2
2010,Caster_8_Fork__4.binvox,12,1,20.70657683,925557.7742,2
2011,Caster_8_Fork__5.binvox,12,1,20.15745465,1002925.339,2
2012,Caster_8_Fork__7.binvox,12,1,20.81420038,1006292.804,2
2013,Caster_8_Fork__8.binvox,12,1,19.1790111,945457.5121,2
2014,Caster_8_Nut__1.binvox,9,2,30.64078735,1417633.649,2
2015,Caster_8_Nut__10.binvox,9,2,30.24957484,1495467.237,2
2016,Caster_8_Nut__3.binvox,9,2,30.1438377,1525307.203,2
2017,Caster_8_Nut__4.binvox,9,2,29.56646645,1440807.504,2
2018,Caster_8_Nut__5.binvox,9,2,30.23572752,1497622.296,2
2019,Caster_8_Nut__7.binvox,9,2,30.77850022,1501926.874,2
2020,Caster_8_Nut__8.binvox,9,2,31.1509102,1458417.713,2
2021,Caster_8_TopPlate__1.binvox,11,1,72.72464402,3607308.138,2
2022,Caster_8_TopPlate__10.binvox,11,1,70.95241638,3432813.898,2
2023,Caster_8_TopPlate__3.binvox,11,1,76.01090993,3679720.156,2
2024,Caster_8_TopPlate__4.binvox,11,1,71.99195627,3560697.242,2
2025,Caster_8_TopPlate__5.binvox,11,1,76.37988565,3658753.722,2
2026,Caster_8_TopPlate__7.binvox,11,1,74.05025398,3601729.7,2
2027,Caster_8_TopPlate__8.binvox,11,1,72.57384281,3394061.802,2
2028,Caster_8_Wheel__1.binvox,11,1,5.152637601,21061.89082,80
2029,Caster_8_Wheel__10.binvox,11,1,5.47263965,19415.45184,80
2030,Caster_8_Wheel__3.binvox,11,1,5.245920162,20753.66607,80
2031,Caster_8_Wheel__4.binvox,11,1,5.081997424,20614.84842,80
2032,Caster_8_Wheel__5.binvox,11,1,5.321998986,19383.54775,80
2033,Caster_8_Wheel__7.binvox,11,1,5.219383227,20726.22935,80
2034,Caster_8_Wheel__8.binvox,11,1,5.212832277,21037.61621,80
2035,Caster_9_Bolt__1.binvox,9,2,29.56059062,1440322.273,2
2036,Caster_9_Bolt__10.binvox,9,2,29.50918719,1428987.259,2
2037,Caster_9_Bolt__3.binvox,9,2,31.15986118,1447568.45,2
2038,Caster_9_Bolt__4.binvox,9,2,31.24513502,1498139.982,2
2039,Caster_9_Bolt__5.binvox,9,2,30.78060268,1504939.474,2
2040,Caster_9_Bolt__7.binvox,9,2,30.62881259,1520101.353,2
2041,Caster_9_Bolt__8.binvox,9,2,30.01154164,1471633.454,2
2042,Caster_9_Fork__1.binvox,12,1,20.31142399,982578.3371,2
2043,Caster_9_Fork__10.binvox,12,1,19.76745293,938770.9771,2
2044,Caster_9_Fork__3.binvox,12,1,19.31462844,988726.212,2
2045,Caster_9_Fork__4.binvox,12,1,20.62050116,933036.906,2
2046,Caster_9_Fork__5.binvox,12,1,20.25629371,983745.7457,2
2047,Caster_9_Fork__7.binvox,12,1,19.14413139,933512.2254,2
2048,Caster_9_Fork__8.binvox,12,1,20.91765426,992400.1739,2
2049,Caster_9_Nut__1.binvox,9,2,28.99499891,1438430.075,2
2050,Caster_9_Nut__10.binvox,9,2,29.60554472,1507734.299,2
2051,Caster_9_Nut__3.binvox,9,2,29.98704274,1433025.879,2
2052,Caster_9_Nut__4.binvox,9,2,29.37199891,1489304.651,2
2053,Caster_9_Nut__5.binvox,9,2,31.14152741,1450479.063,2
2054,Caster_9_Nut__7.binvox,9,2,29.63724514,1497958.807,2
2055,Caster_9_Nut__8.binvox,9,2,30.17564583,1391904.77,2
2056,Caster_9_TopPlate__1.binvox,11,1,76.59613267,3385906.947,2
2057,Caster_9_TopPlate__10.binvox,11,1,76.05574469,3458112.792,2
2058,Caster_9_TopPlate__3.binvox,11,1,69.69732492,3713775.038,2
2059,Caster_9_TopPlate__4.binvox,11,1,69.81428633,3393730.224,2
2060,Caster_9_TopPlate__5.binvox,11,1,75.42849652,3688165.202,2
2061,Caster_9_TopPlate__7.binvox,11,1,76.05268418,3568239.914,2
2062,Caster_9_TopPlate__8.binvox,11,1,75.9759409,3431651.341,2
2063,Caster_9_Wheel__1.binvox,11,1,5.103866668,20456.94816,80
2064,Caster_9_Wheel__10.binvox,11,1,5.374116685,19721.7055,80
2065,Caster_9_Wheel__3.binvox,11,1,5.138796816,20609.35065,80
2066,Caster_9_Wheel__4.binvox,11,1,5.366010001,20975.3122,80
2067,Caster_9_Wheel__5.binvox,11,1,5.309517916,19767.35856,80
2068,Caster_9_Wheel__7.binvox,11,1,5.339297798,20018.87413,80
2069,Caster_9_Wheel__8.binvox,11,1,5.241405412,20899.25564,80
2070,Clamp_10_Frame__1.binvox,11,1,76.17108354,3600204.708,2
2071,Clamp_10_Pad__1.binvox,9,1,3.696995042,18495.1529,50
2072,Clamp_10_PinScrew__1.binvox,9,1,29.22323555,1479475.291,2
2073,Clamp_11_Frame__1.binvox,11,1,71.53371376,3683139.065,2
2074,Clamp_11_Handle__1.binvox,9,1,35.92469521,1761791.419,2
2075,Clamp_11_Pad__1.binvox,9,1,3.657683967,18617.9647,50
2076,Clamp_11_PinScrew__1.binvox,9,1,30.16589314,1495048.893,2
2077,Clamp_12_Frame__1.binvox,11,1,75.75194721,3419265.435,2
2078,Clamp_12_Handle__1.binvox,9,1,35.54265391,1821750.008,2
2079,Clamp_12_Pad__1.binvox,9,1,3.584553909,18708.49149,50
2080,Clamp_12_PinScrew__1.binvox,9,1,31.07592965,1411792.154,2
2081,Clamp_13_Frame__1.binvox,11,1,74.46638371,3483293.031,2
2082,Clamp_13_Handle__1.binvox,9,1,36.60059361,1734309.148,2
2083,Clamp_13_Pad__1.binvox,9,1,3.487385409,19031.51228,50
2084,Clamp_13_PinScrew__1.binvox,9,1,29.14217007,1517396.646,2
2085,Clamp_15_Frame__1.binvox,11,1,72.38658551,3669420.782,2
2086,Clamp_15_Handle__1.binvox,9,1,37.05819366,1790157.644,2
2087,Clamp_15_Pad__1.binvox,9,1,3.681863594,17929.63473,50
2088,Clamp_15_PinScrew__1.binvox,9,1,31.35086331,1531984.928,2
2089,Clamp_16_Frame__1.binvox,11,1,71.52351986,3599806.581,2
2090,Clamp_16_Handle__1.binvox,9,1,37.62517059,1813715.403,2
2091,Clamp_16_Pad__1.binvox,9,1,3.803868561,17805.02082,50
2092,Clamp_16_PinScrew__1.binvox,9,1,30.23244094,1434810.469,2
2093,Clamp_17_Frame__1.binvox,11,1,75.28619511,3455879.945,2
2094,Clamp_17_Handle__1.binvox,9,1,37.0878218,1782174.091,2
2095,Clamp_17_Pad__1.binvox,9,1,3.680597154,17500.10735,50
2096,Clamp_17_PinScrew__1.binvox,9,1,31.43158677,1408334.805,2
2097,Clamp_18_Frame__1.binvox,11,1,72.87527428,3706053.294,2
2098,Clamp_18_Handle__1.binvox,9,1,36.48035314,1789772.424,2
2099,Clamp_18_Pad__1.binvox,9,1,3.576676098,18028.73412,50
2100,Clamp_18_PinScrew__1.binvox,9,1,28.53782001,1420362.441,2
2101,Clamp_1_Frame__2.binvox,11,1,73.04884296,3673495.878,2
2102,Clamp_1_Frame__3.binvox,11,1,74.26840649,3453464.768,2
2103,Clamp_1_Frame__4.binvox,11,1,71.00190191,3385779.452,2
2104,Clamp_1_Frame__5.binvox,11,1,75.4333828,3648256.447,2
2105,Clamp_1_Frame__7.binvox,11,1,75.56611515,3391790.413,2
2106,Clamp_1_Frame__9.binvox,11,1,70.67408454,3616751.614,2
2107,Clamp_1_Handle__2.binvox,9,1,35.47004937,1852627.814,2
2108,Clamp_1_Handle__3.binvox,9,1,35.90916355,1810920.544,2
2109,Clamp_1_Handle__4.binvox,9,1,37.13447278,1706803.359,2
2110,Clamp_1_Handle__5.binvox,9,1,36.48569203,1815408.547,2
2111,Clamp_1_Handle__7.binvox,9,1,38.33571726,1715268.633,2
2112,Clamp_1_Handle__9.binvox,9,1,35.1245366,1762130.326,2
2113,Clamp_1_Pad__2.binvox,9,1,3.69974964,17635.94708,50
2114,Clamp_1_Pad__3.binvox,9,1,3.822432229,19158.87369,50
2115,Clamp_1_Pad__4.binvox,9,1,3.508135592,17834.48978,50
2116,Clamp_1_Pad__5.binvox,9,1,3.625665733,17858.48098,50
2117,Clamp_1_Pad__7.binvox,9,1,3.515860871,17755.02369,50
2118,Clamp_1_Pad__9.binvox,9,1,3.793381563,19159.47752,50
2119,Clamp_1_PinScrew__2.binvox,9,1,28.70900783,1464139.944,2
2120,Clamp_1_PinScrew__3.binvox,9,1,28.88693593,1441036.242,2
2121,Clamp_1_PinScrew__4.binvox,9,1,29.00777047,1424179.597,2
2122,Clamp_1_PinScrew__5.binvox,9,1,30.12398895,1388565.441,2
2123,Clamp_1_PinScrew__7.binvox,9,1,30.63472299,1492887.006,2
2124,Clamp_1_PinScrew__9.binvox,9,1,31.29299516,1471453.784,2
2125,Clamp_20_Frame__1.binvox,11,1,70.36184271,3578224.489,2
2126,Clamp_20_Handle__1.binvox,9,1,36.18481028,1814357.295,2
2127,Clamp_20_Pad__1.binvox,9,1,3.586431593,18605.46267,50
2128,Clamp_20_PinScrew__1.binvox,9,1,29.67591874,1413824.071,2
